,Measure Name,Score
169660,MRSA Bacteremia: Observed Cases,0
169666,Clostridium Difficile (C.Diff): Observed Cases,1
169672,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169678,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169684,SSI - Colon Surgery: Observed Cases,0
169690,SSI - Abdominal Hysterectomy: Observed Cases,0
169696,MRSA Bacteremia: Observed Cases,0
169702,Clostridium Difficile (C.Diff): Observed Cases,2
169708,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169714,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169720,SSI - Colon Surgery: Observed Cases,0
169732,MRSA Bacteremia: Observed Cases,0
169738,Clostridium Difficile (C.Diff): Observed Cases,0
169744,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169750,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169756,SSI - Colon Surgery: Observed Cases,0
169762,SSI - Abdominal Hysterectomy: Observed Cases,0
169768,MRSA Bacteremia: Observed Cases,0
169774,Clostridium Difficile (C.Diff): Observed Cases,1
169780,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169786,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169798,SSI - Abdominal Hysterectomy: Observed Cases,0
169804,MRSA Bacteremia: Observed Cases,0
169810,Clostridium Difficile (C.Diff): Observed Cases,1
169852,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169858,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169864,SSI - Colon Surgery: Observed Cases,0
169870,SSI - Abdominal Hysterectomy: Observed Cases,0
169876,MRSA Bacteremia: Observed Cases,0
169882,Clostridium Difficile (C.Diff): Observed Cases,0
169888,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169894,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169912,MRSA Bacteremia: Observed Cases,0
169918,Clostridium Difficile (C.Diff): Observed Cases,0
169924,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169930,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169948,MRSA Bacteremia: Observed Cases,0
169954,Clostridium Difficile (C.Diff): Observed Cases,0
169960,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169966,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169972,SSI - Colon Surgery: Observed Cases,0
169984,MRSA Bacteremia: Observed Cases,0
169990,Clostridium Difficile (C.Diff): Observed Cases,0
170032,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170038,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170044,SSI - Colon Surgery: Observed Cases,0
170056,MRSA Bacteremia: Observed Cases,0
170062,Clostridium Difficile (C.Diff): Observed Cases,1
170074,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170092,MRSA Bacteremia: Observed Cases,0
170098,Clostridium Difficile (C.Diff): Observed Cases,0
170104,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170110,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170116,SSI - Colon Surgery: Observed Cases,1
170122,SSI - Abdominal Hysterectomy: Observed Cases,0
170128,MRSA Bacteremia: Observed Cases,0
170134,Clostridium Difficile (C.Diff): Observed Cases,0
170140,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170146,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170152,SSI - Colon Surgery: Observed Cases,1
170158,SSI - Abdominal Hysterectomy: Observed Cases,0
170164,MRSA Bacteremia: Observed Cases,0
170170,Clostridium Difficile (C.Diff): Observed Cases,0
170182,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170206,Clostridium Difficile (C.Diff): Observed Cases,0
170212,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170218,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170224,SSI - Colon Surgery: Observed Cases,0
170236,MRSA Bacteremia: Observed Cases,0
170242,Clostridium Difficile (C.Diff): Observed Cases,2
170248,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170254,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170260,SSI - Colon Surgery: Observed Cases,0
170272,MRSA Bacteremia: Observed Cases,0
170278,Clostridium Difficile (C.Diff): Observed Cases,0
170284,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170290,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
170296,SSI - Colon Surgery: Observed Cases,0
170302,SSI - Abdominal Hysterectomy: Observed Cases,0
170308,MRSA Bacteremia: Observed Cases,0
170314,Clostridium Difficile (C.Diff): Observed Cases,1
170320,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170326,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170332,SSI - Colon Surgery: Observed Cases,0
170338,SSI - Abdominal Hysterectomy: Observed Cases,0
170344,MRSA Bacteremia: Observed Cases,0
170350,Clostridium Difficile (C.Diff): Observed Cases,0
170356,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170362,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170368,SSI - Colon Surgery: Observed Cases,0
170374,SSI - Abdominal Hysterectomy: Observed Cases,2
170380,MRSA Bacteremia: Observed Cases,0
170386,Clostridium Difficile (C.Diff): Observed Cases,0
170398,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170416,MRSA Bacteremia: Observed Cases,0
170422,Clostridium Difficile (C.Diff): Observed Cases,0
170428,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170434,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170440,SSI - Colon Surgery: Observed Cases,0
170446,SSI - Abdominal Hysterectomy: Observed Cases,0
170452,MRSA Bacteremia: Observed Cases,0
170458,Clostridium Difficile (C.Diff): Observed Cases,1
170464,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170470,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170476,SSI - Colon Surgery: Observed Cases,0
170482,SSI - Abdominal Hysterectomy: Observed Cases,0
170488,MRSA Bacteremia: Observed Cases,0
170494,Clostridium Difficile (C.Diff): Observed Cases,0
170500,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170506,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170524,MRSA Bacteremia: Observed Cases,0
170530,Clostridium Difficile (C.Diff): Observed Cases,0
170536,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170542,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170548,SSI - Colon Surgery: Observed Cases,0
170554,SSI - Abdominal Hysterectomy: Observed Cases,0
170560,MRSA Bacteremia: Observed Cases,0
170566,Clostridium Difficile (C.Diff): Observed Cases,0
170572,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170578,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
170584,SSI - Colon Surgery: Observed Cases,0
170590,SSI - Abdominal Hysterectomy: Observed Cases,0
170596,MRSA Bacteremia: Observed Cases,0
170602,Clostridium Difficile (C.Diff): Observed Cases,4
170608,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170614,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
170620,SSI - Colon Surgery: Observed Cases,0
170626,SSI - Abdominal Hysterectomy: Observed Cases,0
170632,MRSA Bacteremia: Observed Cases,0
170638,Clostridium Difficile (C.Diff): Observed Cases,0
170716,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170722,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
170728,SSI - Colon Surgery: Observed Cases,3
170734,SSI - Abdominal Hysterectomy: Observed Cases,0
170740,MRSA Bacteremia: Observed Cases,0
170746,Clostridium Difficile (C.Diff): Observed Cases,3
170752,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170758,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170764,SSI - Colon Surgery: Observed Cases,0
170770,SSI - Abdominal Hysterectomy: Observed Cases,0
170776,MRSA Bacteremia: Observed Cases,0
170782,Clostridium Difficile (C.Diff): Observed Cases,0
170788,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170794,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170800,SSI - Colon Surgery: Observed Cases,0
170806,SSI - Abdominal Hysterectomy: Observed Cases,0
170812,MRSA Bacteremia: Observed Cases,0
170818,Clostridium Difficile (C.Diff): Observed Cases,1
170824,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170830,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
170836,SSI - Colon Surgery: Observed Cases,0
170842,SSI - Abdominal Hysterectomy: Observed Cases,0
170848,MRSA Bacteremia: Observed Cases,0
170854,Clostridium Difficile (C.Diff): Observed Cases,1
170860,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
170866,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
170872,SSI - Colon Surgery: Observed Cases,0
170878,SSI - Abdominal Hysterectomy: Observed Cases,0
170884,MRSA Bacteremia: Observed Cases,4
170890,Clostridium Difficile (C.Diff): Observed Cases,4
170896,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,9
170902,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
170908,SSI - Colon Surgery: Observed Cases,0
170914,SSI - Abdominal Hysterectomy: Observed Cases,0
170920,MRSA Bacteremia: Observed Cases,1
170926,Clostridium Difficile (C.Diff): Observed Cases,17
170932,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170938,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
170944,SSI - Colon Surgery: Observed Cases,0
170950,SSI - Abdominal Hysterectomy: Observed Cases,0
170956,MRSA Bacteremia: Observed Cases,0
170962,Clostridium Difficile (C.Diff): Observed Cases,1
170968,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
170974,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
170980,SSI - Colon Surgery: Observed Cases,0
170986,SSI - Abdominal Hysterectomy: Observed Cases,0
170992,MRSA Bacteremia: Observed Cases,0
170998,Clostridium Difficile (C.Diff): Observed Cases,3
171004,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171010,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171016,SSI - Colon Surgery: Observed Cases,0
171022,SSI - Abdominal Hysterectomy: Observed Cases,0
171028,MRSA Bacteremia: Observed Cases,0
171034,Clostridium Difficile (C.Diff): Observed Cases,0
171046,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171052,SSI - Colon Surgery: Observed Cases,0
171058,SSI - Abdominal Hysterectomy: Observed Cases,1
171064,MRSA Bacteremia: Observed Cases,0
171070,Clostridium Difficile (C.Diff): Observed Cases,0
171076,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
171082,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171112,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171118,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171172,MRSA Bacteremia: Observed Cases,0
171178,Clostridium Difficile (C.Diff): Observed Cases,0
171184,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171190,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171196,SSI - Colon Surgery: Observed Cases,0
171208,MRSA Bacteremia: Observed Cases,0
171214,Clostridium Difficile (C.Diff): Observed Cases,0
171220,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171226,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171250,Clostridium Difficile (C.Diff): Observed Cases,0
171256,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171262,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171280,MRSA Bacteremia: Observed Cases,0
171286,Clostridium Difficile (C.Diff): Observed Cases,0
171292,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171298,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171316,MRSA Bacteremia: Observed Cases,0
171322,Clostridium Difficile (C.Diff): Observed Cases,0
171328,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171334,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171340,SSI - Colon Surgery: Observed Cases,0
171352,MRSA Bacteremia: Observed Cases,0
171358,Clostridium Difficile (C.Diff): Observed Cases,0
171364,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171370,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
171376,SSI - Colon Surgery: Observed Cases,0
171382,SSI - Abdominal Hysterectomy: Observed Cases,0
171388,MRSA Bacteremia: Observed Cases,0
171394,Clostridium Difficile (C.Diff): Observed Cases,0
171406,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171424,MRSA Bacteremia: Observed Cases,0
171430,Clostridium Difficile (C.Diff): Observed Cases,1
171460,MRSA Bacteremia: Observed Cases,0
171466,Clostridium Difficile (C.Diff): Observed Cases,0
171472,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171478,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171502,Clostridium Difficile (C.Diff): Observed Cases,0
171532,MRSA Bacteremia: Observed Cases,0
171538,Clostridium Difficile (C.Diff): Observed Cases,0
171544,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171550,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
171556,SSI - Colon Surgery: Observed Cases,0
171574,Clostridium Difficile (C.Diff): Observed Cases,1
171580,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
171586,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
